geocode;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;p509a;p509b;p513a;p513b;p514a;p514b;p515a;p515b;p516a;p516b;p517a;p517b;p518a;p518b;p519a;p519b;p520a;p520b;p525a;p525b;p526a;p526b;p527a;p527b;p528a;p528b;p529a;p529b;p530a;p530b;p531a;p531b;p532a;p532b;p533a;p533b;p534a;p534b;p535a;p535b;p536a;p536b;p537a;p537b;p540a;p540b;p541a;p541b;p542a;p542b;p543a;p543b;p544a;p544b;p545a;p545b;p547a;p547b;p552a;p552b;p553a;p553b;p554a;p554b;p555a;p555b;p556a;p556b;p557a;p557b;p559a;p559b;p560a;p560b;p561a;p561b;p562a;p562b;p563a;p563b;p564a;p564b;p565a;p565b;p566a;p566b;p567a;p567b;p568a;p568b;p569a;p569b;p570a;p570b;p571a;p571b;p573a;p573b;p574a;p574b;p575a;p575b;p577a;p577b;p579a;p579b;p580a;p580b;p581a;p581b;p582a;p582b;p584a;p584b;p585a;p585b;c04gtrhh;c05gtrhh;c06gtrhh;c07gtrhh;c08gtrhh;c11gtrhh;c12gtrhh;c13gtrhh;c14gtrhh;c17gtrhh;c18gtrhh;c19gtrhh;c20gtrhh;c02mfarm;c02ffarm;c02hfarm;c03mfarm;c03ffarm;c03hfarm;c07farm;c08farm;c19farm;c04smlf;c05smlf;c06smlf;c07smlf;c08smlf;c09smlf;c10smlf;c11smlf;c12smlf;c13smlf;c14smlf;c15smlf;c16smlf;c17smlf;c18smlf;c19smlf;c20smlf;c21smlf;c22smlf;c23smlf;c24smlf;c25smlf;c26smlf;c27smlf
50.76.72.218.231;1;217;211;6;0;37;14;58;37;24;8;3;3;8;3;5;8;8;1;85;14;10;19;89;4;213;22;195;403;378;0;3;2;0;168;130;0;131.72;31.62;39.79;139.89;19.55;0.08;0.37;0.12;20.12;91.19;25.81;2.77;0;0;119.77;135;1;0;71.49;0;2.78;0.06;0;0;0;0;0;703;0;235;0;118;0;0;0;0;0;225;0;0;0;321;20;0;0;0;0;2;0;7;4;1;3;0;1;0;0;108;0;1;1;0;0;0;0;0;1;5;11.93;30.64;19.53;4.05;0;3.97;1.67;0;6.88;1.73;1.98;2.8;0.33;11.62;1.8;0;1.18;2.04;4.66;11.31;6.12;30.02;4.9;0;0.31;21.93;2.61;0;0;0;10.16;0;67.25;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.67;187;0;10;1.11;103;17.85;1618;0;26;0.02;22;0;14;0;5;0;0;0;2;0;6;0;3;0;4;0.23;379;0;1;0;0;0.1;23;1.35;0;0;1;0;0;2.27;134;0;0;0.02;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;30;68;209;207;2;207;121;70;0;140;111;0;0;0;0;0;0;0;135.02;14.81;71.49;125.87;30.53;39.68;135.02;14.81;0.08;0.37;0.12;15.38;91.19;25.74;2.71;0;0;119.64;71.49;0;2.72;0;0;0;0;0;0
50.76.72.218.495;1;223;217;6;0;21;1;43;41;0;35;1;2;15;14;20;7;6;17;142;0;32;8;41;5;218;91;132;452;464;0;49;37;0;327;315;0;244.08;72.67;51.3;222.71;16.5;0;0;0.36;16.86;175.4;26.23;4.22;0;0;205.85;133;14;1;147.09;0;4.38;0;0;0;0;0;0;684;0;527;0;52;0;0;0;40;0;169;0;0;0;270;0;0;0;0;0;0;0;0;9;4;0;6;1;10;0;717;15;15;0;0;28;1;0;0;0;1;0.49;146.46;55.46;23.7;0;0.75;2.24;0;0.26;0.19;0.16;0.08;0;4.65;0.32;0.13;0;0;1.53;0;0;104.69;14.77;0;0.05;4.72;0;0;0;0;0;0.16;162.92;1.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.08;628;2.72;41;2.99;86;2.06;13;2.37;160;2.46;165;0.08;34;0;27;0.33;4;0.33;725;0.04;19;0;9;0.2;708;0.66;15;0;0;0;0;0;25;3.21;0;0;1;0;0;3.47;1492;0;0;0.09;324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;62;77;219;219;2;219;147;20;0;149;142;0;3;3;0;27;25;0;217.92;11.75;146.19;215.67;49.05;51.3;217.92;11.75;0;0;0.36;12.11;175.36;26.23;4.22;0;0;205.81;146.19;0;4.38;0;0;0;0;0;0
50.76.72.218.535;1;424;407;17;0;68;55;71;23;13;72;10;17;30;3;23;20;6;13;187;14;36;42;145;27;397;110;314;897;891;0;76;48;0;306;338;0;455.76;97.35;124.22;482.63;48.37;0.48;6.2;3.91;58.96;372.91;27.66;19.47;0.59;3.04;423.67;202;65;0;296.92;0;19.77;10.3;0;0;0;0;0;1811;0;786;0;720;60;0;0;25;0;517;86;18;0;535;0;3;0;0;0;0;0;16;12;19;4;25;0;84;0;431;49;5;7;2;19;2;0;0;1;19;142.86;103.17;75.31;55.72;2.33;7.85;17.68;0;1.29;0.85;1.11;0.29;0.16;17.58;5.08;2.01;3.18;0.99;1.13;0.2;0.46;159.2;41.34;0.17;3.2;32.91;6.25;0.99;0.82;0.86;0;0;228.74;5.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;0;0;0;0;0;10.06;0;0;0;0;0.02;0;0;0;0;2.13;0;0;0;0;0;0;0;0;0;0;0.07;0.05;0;0;37.91;2.78;4.26;6.06;2274;0.03;117;1.22;607;2.35;1122;0.79;1134;0.16;851;0.5;263;0;97;0;46;0.03;41;0.01;77;0;31;0.04;49;0.49;288;0.02;16;0.02;0;0.01;608;4.96;0;0.01;44;0.01;14;5.35;3049;0.2;161;0.05;156;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;412;89;152;415;412;15;412;261;119;11;275;220;0;9;4;0;24;14;0;471.43;38.47;296.92;426.28;79.04;124.19;471.43;38.47;0.42;5.44;3.91;48.24;372.91;27.58;19.07;0.59;3.04;423.19;296.92;0;19.37;9.7;0;0;0;0;0
50.76.72.218.536;1;131;131;0;0;19;2;4;11;10;31;1;4;7;12;18;9;2;1;106;0;22;2;1;0;131;54;77;318;293;0;35;25;0;112;128;0;171.6;68.05;56.13;159.68;11.7;0.12;0.92;0.06;12.8;136.61;1.58;2.46;0.12;6.11;146.88;101;8;0;118.83;0;2.46;0;0;0;0;0;0;631;0;265;0;257;0;2;0;35;250;84;0;20;60;151;0;9;0;0;0;2;0;0;21;1;1;30;0;5;0;303;67;10;2;0;6;0;0;0;5;9;1.99;85.1;32.36;6.93;2.42;1.18;6.84;0.8;1.63;4.43;0.15;0;0.06;6.9;0.01;1.41;1.04;0.24;11.18;0.06;0.66;53.84;6.5;0;0;7.13;0.6;0;0.02;0.05;1.5;0;63.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.1;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;351;0;96;0.2;58;0.5;34;0;148;0;161;0;99;0;24;0;12;0;28;0;36;0;5;0;14;0;30;0;3;0;0;0;58;0.64;0;0;9;0;60;1.51;565;0;12;0;35;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;49;68;130;130;3;130;109;36;4;112;97;0;3;1;0;13;11;0;158.37;10.57;118.83;166.2;63.96;56.13;158.37;10.57;0.12;0.82;0.06;11.57;136.61;1.55;2.41;0.12;6.11;146.8;118.83;0;2.41;0;0;0;0;0;0
50.76.72.218.600;1;171;171;0;0;50;0;12;15;9;28;4;8;7;11;9;7;3;8;111;0;13;7;40;0;171;4;167;402;372;0;0;0;0;171;176;0;152.99;25.26;47.55;175.28;15.51;0.05;11.68;0.1;27.34;139.6;7.6;0.74;0;0;147.94;124;6;0;114.09;0;0.74;0;0;0;0;0;0;835;0;404;0;233;0;0;0;8;0;168;0;0;0;239;0;2;0;0;0;0;0;0;4;16;3;3;9;0;0;145;0;3;3;0;0;0;0;0;0;0;4.86;38.21;92.52;3.25;0;0.15;3.63;0;1.09;0.65;0.93;0.15;0.22;2.61;0.05;0;0;4.29;0.37;3.13;0.03;45.42;3.13;0;0;12.19;0.1;0;0;0;0.2;0;108.31;1.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.94;536;0;29;0.41;178;0.87;110;0;170;0;118;0;68;0;13;0;8;0;16;0;21;0;5;0;4;0;130;0;3;0;0;0;130;0;0;0;3;0;7;2.78;1257;0.3;75;0.1;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;25;71;168;165;1;166;127;44;0;131;119;0;0;0;0;11;14;0;172.81;13.04;114.09;146.51;21.25;47.55;172.81;13.04;0.05;11.68;0.1;24.87;139.6;7.6;0.74;0;0;147.94;114.09;0;0.74;0;0;0;0;0;0
50.76.72.218.612;1;580;558;22;0;284;6;54;51;28;55;10;13;12;33;20;8;4;2;354;35;12;125;54;42;538;217;363;1344;1195;0;84;27;0;250;258;0;450.14;110.74;131.83;471.23;69.12;0.89;0.08;0;70.09;396.44;3.68;1.02;0;0;401.14;346;21;0;330.01;0;2.02;0;0;0;0;0;0;2199;0;1393;1238;828;0;0;0;11;0;459;0;22;0;646;0;22;0;0;0;2;0;0;27;32;0;41;2;26;6;561;39;6;11;0;54;2;0;0;9;23;61.23;59.05;230.65;42.93;0.4;0.06;3.17;0;3.16;1.2;0.1;0;0.1;6.79;0.85;2.84;3.09;0;0.48;0.53;0.17;88.07;11.7;0.11;0;18.03;1.37;0;0;0.04;0;0.66;243.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.36;1895;0;111;0.08;346;0.1;107;0;684;0;421;0;86;0;91;0;59;0;83;0;57;0;76;0;40;0;148;0;1;0.01;0;0;144;0.35;0;0.06;23;0;26;0.73;950;0;9;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;526;89;227;571;561;0;563;370;27;0;374;344;0;9;2;0;20;17;0;452.53;50.76;326.27;427.06;104.08;129.55;452.53;50.76;0.74;0.04;0;51.54;396.36;3.61;1.02;0;0;400.99;326.27;0;2.02;0;0;0;0;0;0
50.76.72.218.680;1;236;232;4;0;56;4;54;18;7;20;19;5;7;15;11;20;0;0;157;3;32;27;17;0;236;41;195;524;549;2;34;32;0;204;214;2;253.07;87.86;65.92;231.13;31.72;0;0.32;0.05;32.09;182.93;14.11;2;0;0;199.04;135;13;1;156.35;0;2;0;0;0;0;0;0;1309;0;577;74;115;0;0;0;30;0;294;0;0;0;493;0;5;0;0;0;0;0;6;8;2;2;20;1;1;0;737;53;9;4;2;0;0;0;0;0;0;57.96;65.48;113.57;32.9;1.25;0.56;1.58;0.52;10.51;9.76;2.18;2.13;2.29;3.78;0.9;0.2;0.79;2.46;0.76;1.04;0.3;29.37;19.37;0;10.72;12.8;6.81;0;0;0.05;0.39;0;93.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.25;0;0.5;0;0;0;0;0;0;0;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.08;0;0;0;0;0;0;0;0;2.8;8.69;0;3.11;859;0;45;0.71;320;4.61;765;0;140;0.01;94;0;45;0;63;0;44;0;38;0;24;0;20;0;23;0;107;0;55;0;0;0.56;321;0.36;0;0;2;0;8;2.91;440;0;1;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;45;62;224;223;1;223;141;51;0;156;135;0;7;3;0;25;22;0;223.96;24.81;156.35;205.59;47.55;65.92;223.96;24.81;0;0.2;0;25.01;182.93;14.02;2;0;0;198.95;156.35;0;2;0;0;0;0;0;0
50.76.72.218.684;1;374;365;9;0;188;2;13;12;14;55;3;7;19;18;18;9;0;16;175;16;19;31;133;4;370;61;313;884;837;0;14;14;0;232;260;0;344.52;88.98;32.69;288.23;40.27;0.23;10.44;0;50.94;178.47;55.79;3.03;0;0;237.29;179;11;2;140.18;0;3.03;0;0;0;0;0;0;1987;0;699;0;287;0;2;0;13;0;363;0;0;0;485;0;0;0;0;0;5;0;0;9;16;1;2;9;0;0;416;7;2;7;0;5;1;0;0;0;1;1.93;86.87;79.47;10.36;0.23;0;10.28;0;0.54;11.48;10.87;0;1.32;9.34;0.22;0.4;0;2.2;0.19;9.78;1.63;72.72;14.06;0;0.23;14.42;5.23;0;0;0;0.75;0;159.35;1.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.48;0;0;3.66;990;0;18;0.5;188;46.83;3397;0;125;0;118;0;65;0;14;0;15;0;6;0;23;0;10;0;0;0;158;0;0;0;0;0;141;0.02;0;0;5;0;8;2.51;1958;0;9;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;354;43;40;357;353;0;354;172;115;0;195;148;0;3;1;0;20;26;0;274.61;27.57;137.65;314.43;72.51;32.69;274.61;27.57;0;10.07;0;37.64;178.45;55.74;2.78;0;0;236.97;137.65;0;2.78;0;0;0;0;0;0
50.76.72.218.686;1;924;889;35;0;194;85;126;61;97;201;21;12;24;14;43;30;1;15;471;32;45;79;297;46;878;394;530;1954;1884;0;95;77;0;667;736;0;485.41;132.29;244.66;597.78;68.53;0.37;0.78;1.52;71.2;501.34;11.37;12.67;0;1.2;526.58;602;17;0;420.24;0.63;17.84;0.39;0;0.82;0;0;0;3525;1910;1318;0;842;60;7;0;29;0;527;0;13;0;793;20;33;0;0;0;0;0;7;13;24;0;15;1;242;2;754;12;17;4;0;9;1;0;0;2;0;110.76;366.13;148.54;84.08;2.91;8.91;89.62;0.13;0.12;1.68;0;0.14;1.74;78.44;9.76;11.84;0.59;0;0.97;0.65;0.76;179.3;76.65;0;0.51;52.79;17.42;0;0;0;0;0;374.45;0.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.12;0;0;0;0;0;0;0;0;0;1.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.68;1;0.3;8.96;7099;0;1895;0.6;4765;1.5;133;0;5287;0;1612;0;1065;0;1304;0;1321;0;659;0;1922;0;864;0;48;0;1227;0;21;0;0;0;230;0;0;0;27;0;14;3;911;0;19;0;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;902;112;388;917;902;4;902;578;179;2;657;603;2;4;4;0;21;22;0;574.52;49.74;419.11;402.31;71.79;244;574.52;49.74;0.13;0.12;1.42;51.41;501.28;10.68;9.95;0;1.2;523.11;419.11;0.63;10.17;0.3;0;0.75;0;0;0
50.76.72.218.734;1;1099;1066;33;0;434;19;118;112;43;107;38;18;48;37;59;34;26;6;833;31;55;45;135;10;1089;302;797;2557;2298;0;66;56;0;1135;847;0;1208.58;445.77;219.86;982.67;89.88;1.29;4.26;0.36;95.79;864.26;15.28;3.77;0.1;3.47;886.88;729;43;1;702.9;8.15;5.28;0;0;0;0;0;0;3988;406;2310;0;1016;120;25;0;15;0;1319;0;10;0;1486;64;6;0;0;0;3;0;24;59;153;0;89;0;4;0;1324;317;59;33;2;1;1;0;0;19;43;121.51;452.61;311.42;55.54;2.62;12.41;52.53;2;9.22;10.77;1.79;3.42;2.34;37.24;6.16;4.98;1.6;2;11.7;15.22;5.37;361.42;129.33;0.4;4.21;84.53;34.88;0;0.12;0;1.25;2.63;571.86;1.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.61;1.21;0.25;2.52;2554;0.05;109;1.23;1433;1.25;91;2.42;695;1.36;712;0.06;185;0.15;130;0.01;136;0.05;59;0.01;51;0;214;0;41;0.21;198;0;25;0.04;0;0.06;165;2.96;0;0;23;0;27;3.52;2240;0;28;0.1;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1064;215;327;1067;1051;3;1052;769;145;5;817;682;6;10;6;0;80;50;0;962.35;71.35;699.56;1044.38;301.87;219.84;962.35;71.35;0.88;3.73;0.32;76.28;864.19;14.7;3.61;0.1;3.47;886.07;699.56;8.15;5.09;0;0;0;0;0;0
50.76.72.310.035;1;697;676;21;0;413;4;39;17;15;61;5;5;31;21;43;25;15;3;346;7;50;61;233;79;618;313;384;1484;1399;21;9;1;0;308;6;0;357.67;56.16;139.15;440.66;47.58;0.26;20.61;5.07;73.52;346.17;9.53;9.58;0.56;1.3;367.14;373;14;0;258.27;3.72;9.65;0;0;0;0;1.5;0;2449;2200;1577;500;578;100;35;0;7;0;451;30;5;0;738;22;2;0;0;0;0;0;7;15;42;4;11;5;0;0;1;0;2;14;0;5;0;0;0;30;1;0.33;52.8;174.18;2.6;10.3;0;1.3;0;0.14;0.67;0;0.07;0;6.21;1.28;0.64;0.04;0.09;1.95;0.56;0;170.38;2.01;0;0;18;0.17;0;0.38;0.11;0;0;299.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51;0;0;0;0.01;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.79;2.35;2261;0.07;157;1.42;773;3.1;134;0.14;564;0.13;768;0.07;204;0;167;0;81;0.14;100;0.08;120;0;56;0;36;0;929;0;35;0;0;0.09;340;1.07;0;0;32;0.02;89;8.15;3506;0;78;0.06;210;0;0;0;0;0;1;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;675;61;231;681;671;173;676;393;121;14;433;318;3;1;0;0;5;0;0;415.32;31.43;257.97;312.51;35.92;138.73;415.32;31.43;0.11;14.07;3.94;49.55;345.82;9.05;9.07;0.56;1.27;365.77;257.97;3.72;9.12;0;0;0;0;0;0
50.76.72.310.069;1;127;127;0;0;64;0;2;9;1;17;1;5;3;3;11;8;2;1;83;1;11;7;25;1;126;25;102;313;282;0;0;0;0;94;4;0;111.4;16.84;18.02;112.58;13.01;0;3.11;0.83;16.95;90.77;3.91;0.69;0;0.26;95.63;95;1;1;69.37;0;0.69;0.05;0;0;0;0;0;500;0;373;60;195;0;0;0;0;0;137;0;0;0;123;30;1;0;0;0;0;0;0;1;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;16.89;40.25;2.6;0.16;0.17;0.47;0;0.3;0;0;0;0;2.1;2.1;1.03;4.08;0;5.06;0;0;46.14;2.06;0.05;0;4.27;0.83;0;0;0.66;0;0;61.37;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.17;0.54;1005;0;26;0.46;176;1;15;0;161;0;125;0;41;0.01;108;0;39;0;9;0;15;0;5;0;10;0.04;7;0;6;0;0;0.03;20;0.02;0;0;1;0;1;2.62;160;0;15;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;22;38;127;127;18;127;95;33;4;98;83;0;0;0;0;4;0;0;109.26;10.41;69.37;103.16;11.59;17.69;109.26;10.41;0;2.61;0.62;13.64;90.77;3.9;0.69;0;0.26;95.62;69.37;0;0.69;0.05;0;0;0;0;0
